Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,notes,n,...1,Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,AffixInitialSegment,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,JunctureType
ilk-vla,읽어라,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
ilk-vneko,읽어내고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vnenxn,읽어내는,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpoci,읽어보지,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpocinxn,읽어보지는,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vpocin,읽어보진,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpokie,읽어보기에,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpokinxn,읽어보기는,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpokin,읽어보긴,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpoko,읽어보고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vpokonxn,읽어보고는,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpolako,읽어보라고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpolv,읽어보러,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpomyvn,읽어보면,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,5.0,,,,,,,,,,,,,,,,,,,
ilk-vpomyvnsv,읽어보면서,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vpomyvnxn,읽어보면은,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,4.0,,,,,,,,,,,,,,,,,,,
ilk-vponiga,읽어보니까,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,8.0,,,,,,,,,,,,,,,,,,,
ilk-vponxn,읽어보는,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vposinxn,읽어보시는,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vposintako,읽어보신다고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vposyvScyo,읽어보셨죠,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vposyvSvyo,읽어보셨어요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vposyvSxlgayo,읽어보셨을까요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpol,읽어볼,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vpon,읽어본,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,5.0,,,,,,,,,,,,,,,,,,,
ilk-vpwaculke,읽어봐줄게,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpwato,읽어봐도,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vpwaSkoyo,읽어봤고요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpwaSkvtxnyo,읽어봤거든요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpwaSnxnte,읽어봤는데,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vpwaSnxnteyo,읽어봤는데요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
ilk-vpwaStan,읽어봤단,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpwaStvn,읽어봤던,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpwaSv,읽어봤어,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vpwaSvyo,읽어봤어요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vpwaSxl,읽어봤을,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vsv,읽어서,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,4.0,,,,,,,,,,,,,,,,,,,
ilk-vto,읽어도,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,4.0,,,,,,,,,,,,,,,,,,,
ilk-vtxlipni,읽어드립니,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vya,읽어야,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,8.0,,,,,,,,,,,,,,,,,,,
ilk-vyaci,읽어야지,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vyacilako,읽어야지라고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vyakeSta,읽어야겠다,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vyo,읽어요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vScanha,읽었잖아,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vSki,읽었기,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vSko,읽었고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
ilk-vSkvtxn,읽었거든,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vSkvtxnyo,읽었거든요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vSnxnte,읽었는데,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,14.0,,,,,,,,,,,,,,,,,,,
ilk-vSnxnteyo,읽었는데요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vSta,읽었다,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vStako,읽었다고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vStvn,읽었던,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,14.0,,,,,,,,,,,,,,,,,,,
ilk-vSv,읽었어,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vSvyo,읽었어요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,4.0,,,,,,,,,,,,,,,,,,,
ilk-vSvSkvtxn,읽었었거든,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vSvSkvtxnyo,읽었었거든요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vSvSnxn,읽었었는,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vSvSnxnte,읽었었는데,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-vSvSnxnteyo,읽었었는데요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vSvSsxpnita,읽었었습니다,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vSx,읽었으,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-vSxl,읽었을,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,4.0,,,,,,,,,,,,,,,,,,,
ilk-xla,읽으라,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-xlyvko,읽으려고,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
ilk-xmyvn,읽으면,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,5.0,,,,,,,,,,,,,,,,,,,
ilk-xmyvnsv,읽으면서,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,19.0,,,,,,,,,,,,,,,,,,,
ilk-xmyvnsvto,읽으면서도,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-xmyvnxn,읽으면은,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-xniga,읽으니까,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,5.0,,,,,,,,,,,,,,,,,,,
ilk-xseyo,읽으세요,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-xsinxn,읽으시는,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,6.0,,,,,,,,,,,,,,,,,,,
ilk-xsinxnci,읽으시는지,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-xsyvsv,읽으셔서,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-xsyvSkeSvyo,읽으셨겠어요,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
ilk-xl,읽을,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,18.0,,,,,,,,,,,,,,,,,,,
ilk-xn,읽은,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,17.0,,,,,,,,,,,,,,,,,,,
kalk-a,갉아,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,5.0,,,,,,,,,,,,,,,,,,,
kalk-amvkko,갉아먹고,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
kalk-amvknxn,갉아먹는,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
kalk-amvkxn,갉아먹은,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kolm-a,곪아,,,lm-a,lma,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kolm-xl,곪을,,,lm-x,lmx,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
kulk-vciko,굵어지고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
kulk-vSko,굵었고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kulk-vSvyo,굵었어요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kulk-xn,굵은,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,6.0,,,,,,,,,,,,,,,,,,,
kulm-v,굶어,,,lm-v,lmv,0.0,0.0,,,0.0,lC+Vowel,,13.0,,,,,,,,,,,,,,,,,,,
kulm-vkamyvnsv,굶어가면서,,,lm-v,lmv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kulm-vsv,굶어서,,,lm-v,lmv,0.0,0.0,,,0.0,lC+Vowel,,6.0,,,,,,,,,,,,,,,,,,,
kulm-vto,굶어도,,,lm-v,lmv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kulm-vya,굶어야,,,lm-v,lmv,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
kulm-vSci,굶었지,,,lm-v,lmv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kulm-vSvyo,굶었어요,,,lm-v,lmv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kulm-vSxmyvn,굶었으면,,,lm-v,lmv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kulm-xmyvn,굶으면,,,lm-x,lmx,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
kulm-xmyvnsv,굶으면서,,,lm-x,lmx,0.0,0.0,,,0.0,lC+Vowel,,5.0,,,,,,,,,,,,,,,,,,,
kulm-xmyvnxn,굶으면은,,,lm-x,lmx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kulm-xl,굶을,,,lm-x,lmx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-v,긁어,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
kxlk-vcwvScyo,긁어줬죠,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-vcwvSnxnte,긁어줬는데,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-vmvkko,긁어먹고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-vmvktvniman,긁어먹더니만,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-vsv,긁어서,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
kxlk-vto,긁어도,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-vyo,긁어요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-vStanxn,긁었다는,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-vStvn,긁었던,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-xlyvko,긁으려고,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-xmyvn,긁으면,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
kxlk-xmyvnsv,긁으면서,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
kxlk-xl,긁을,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
kxlk-xn,긁은,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-a,맑아,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-acike,맑아지게,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-aciko,맑아지고,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-acinxn,맑아지는,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,7.0,,,,,,,,,,,,,,,,,,,
malk-acin,맑아진,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-acintako,맑아진다고,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-acyvyo,맑아져요,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-asv,맑아서,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
malk-ato,맑아도,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-ayo,맑아요,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-aStaka,맑았다가,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
malk-aStvn,맑았던,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-aSvSkvtxnyo,맑았었거든요,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-aSxmyvn,맑았으면,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
malk-xmyvn,맑으면,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
malk-xmyvnsv,맑으면서,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-xl,맑을,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
malk-xn,맑은,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,59.0,,,,,,,,,,,,,,,,,,,
nalk-a,낡아,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nalk-acyvSxl,낡아졌을,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nalk-asv,낡아서,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
nalk-aSko,낡았고,,,lk-a,lka,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nalk-xn,낡은,,,lk-x,lkx,0.0,0.0,,,0.0,lC+Vowel,,8.0,,,,,,,,,,,,,,,,,,,
nvlp-idwiki,넓이뛰기,,,lp-i,lpi,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-v,넓어,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,4.0,,,,,,,,,,,,,,,,,,,
nvlp-vcikeSta,넓어지겠다,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vciki,넓어지기,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vciko,넓어지고,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,6.0,,,,,,,,,,,,,,,,,,,
nvlp-vcimyvn,넓어지면,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vcimyvnsv,넓어지면서,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
nvlp-vcinxn,넓어지는,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
nvlp-vcinxnkuna,넓어지는구나,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vcil,넓어질,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,4.0,,,,,,,,,,,,,,,,,,,
nvlp-vcilsulok,넓어질수록,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vcin,넓어진,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
nvlp-vcinta,넓어진다,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vcintako,넓어진다고,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,3.0,,,,,,,,,,,,,,,,,,,
nvlp-vcintanxn,넓어진다는,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
nvlp-vcyvSnxnte,넓어졌는데,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vcyvSta,넓어졌다,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vcyvStako,넓어졌다고,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vcyvSvyo,넓어졌어요,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vcyvSxmyvn,넓어졌으면,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
nvlp-vkaciko,넓어가지고,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,9.0,,,,,,,,,,,,,,,,,,,
nvlp-vsv,넓어서,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,14.0,,,,,,,,,,,,,,,,,,,
nvlp-vya,넓어야,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,4.0,,,,,,,,,,,,,,,,,,,
nvlp-vyaci,넓어야지,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vyo,넓어요,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vSci,넓었지,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vSko,넓었고,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
nvlp-vSnxnte,넓었는데,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vSv,넓었어,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
nvlp-vSvsv,넓었어서,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-vSxmyvn,넓었으면,,,lp-v,lpv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-xmyvn,넓으면,,,lp-x,lpx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-xniga,넓으니까,,,lp-x,lpx,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
nvlp-xnigan,넓으니깐,,,lp-x,lpx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-xl,넓을,,,lp-x,lpx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-xmi,넓음이,,,lp-x,lpx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nvlp-xn,넓은,,,lp-x,lpx,0.0,0.0,,,0.0,lC+Vowel,,90.0,,,,,,,,,,,,,,,,,,,
nvlp-xnte,넓은데,,,lp-x,lpx,0.0,0.0,,,0.0,lC+Vowel,,9.0,,,,,,,,,,,,,,,,,,,
nvlp-xnteto,넓은데도,,,lp-x,lpx,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nxlk-v,늙어,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,7.0,,,,,,,,,,,,,,,,,,,
nxlk-vci,늙어지,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nxlk-vkacanhayo,늙어가잖아요,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nxlk-vkaciko,늙어가지고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nxlk-vkako,늙어가고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,7.0,,,,,,,,,,,,,,,,,,,
nxlk-vkamyvnsv,늙어가면서,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,6.0,,,,,,,,,,,,,,,,,,,
nxlk-vkaniga,늙어가니까,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nxlk-vkanxn,늙어가는,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,5.0,,,,,,,,,,,,,,,,,,,
nxlk-vkanxnkuna,늙어가는구나,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
nxlk-vkanxnkunalanxn,늙어가는구나라는,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,1.0,,,,,,,,,,,,,,,,,,,
nxlk-vkasiko,늙어가시고,,,lk-v,lkv,0.0,0.0,,,0.0,lC+Vowel,,2.0,,,,,,,,,,,,,,,,,,,
